,date,revenue,earnings,actual,estimate,ticker,as_of_date
12943,2Q2019,2023384000.0,216709000,0.82,0.64,WRB,2020-05-06
12944,3Q2019,1965716000.0,165208000,0.85,0.67,WRB,2020-05-06
12945,4Q2019,1976074000.0,119306000,0.71,0.71,WRB,2020-05-06
12946,1Q2020,1810610000.0,-4418000,0.91,0.73,WRB,2020-05-06
12947,1Q2019,890051000.0,57261000,0.41,0.34,FLS,2020-05-06
12948,2Q2019,990084000.0,58172000,0.54,0.51,FLS,2020-05-06
12949,3Q2019,996544000.0,68443000,0.59,0.56,FLS,2020-05-06
12950,4Q2019,1068171000.0,69793000,0.66,0.65,FLS,2020-05-06
12951,1Q2019,2470600000.0,234200000,0.73,0.72,RSG,2020-05-06
12952,2Q2019,2605300000.0,251500000,0.79,0.77,RSG,2020-05-06
12953,3Q2019,2646900000.0,298300000,0.91,0.85,RSG,2020-05-06
12954,4Q2019,2576700000.0,289300000,0.91,0.88,RSG,2020-05-06
12955,2Q2019,1086900000.0,242300000,1.38,1.33,EW,2020-05-06
12956,3Q2019,1094000000.0,274700000,1.41,1.22,EW,2020-05-06
12957,4Q2019,1174100000.0,280200000,1.46,1.49,EW,2020-05-06
12958,1Q2020,1128700000.0,310600000,1.51,1.33,EW,2020-05-06
12959,1Q2019,230793000.0,60144000,0.78,0.75,FRT,2020-05-06
12960,2Q2019,230846000.0,80902000,1.05,0.82,FRT,2020-05-06
12961,3Q2019,233698000.0,65465000,0.84,0.81,FRT,2020-05-06
12962,4Q2019,238439000.0,147355000,1.92,0.82,FRT,2020-05-06
12963,2Q2019,1808764000.0,210209000,53.09,44.82,NVR,2020-05-06
12964,3Q2019,1921300000.0,223787000,56.11,51.22,NVR,2020-05-06
12965,4Q2019,1999940000.0,256137000,64.41,59.0,NVR,2020-05-06
12966,1Q2020,1590333000.0,175703000,44.96,45.61,NVR,2020-05-06
12967,1Q2019,2807259000.0,120488000,0.96,0.83,PWR,2020-05-06
12968,2Q2019,2839199000.0,27344000,0.31,0.83,PWR,2020-05-06
12969,3Q2019,3352895000.0,136068000,1.14,1.03,PWR,2020-05-06
12970,4Q2019,3112800000.0,118144000,0.93,0.82,PWR,2020-05-06
12971,1Q2019,2837000000.0,765000000,11.17,11.26,BKNG,2020-05-06
12972,2Q2019,3850000000.0,979000000,23.59,22.71,BKNG,2020-05-06
12973,3Q2019,5040000000.0,1950000000,45.36,44.57,BKNG,2020-05-06
12974,4Q2019,3339000000.0,1171000000,23.3,22.04,BKNG,2020-05-06
12975,2Q2019,2230000000.0,389000000,1.1,1.16,SRE,2020-05-06
12976,3Q2019,2758000000.0,849000000,1.5,1.47,SRE,2020-05-06
12977,4Q2019,2943000000.0,482000000,1.55,1.48,SRE,2020-05-06
12978,1Q2020,3029000000.0,796000000,,,SRE,2020-05-06
12979,1Q2019,1204722000.0,22477000,0.05,0.0,UAA,2020-05-06
12980,2Q2019,1191729000.0,-17349000,-0.04,-0.05,UAA,2020-05-06
12981,3Q2019,1429456000.0,102315000,0.23,0.18,UAA,2020-05-06
12982,4Q2019,1441225000.0,-15304000,0.1,0.1,UAA,2020-05-06
12983,2Q2019,8269000000.0,492000000,0.35,0.35,SLB,2020-05-06
12984,3Q2019,8541000000.0,-11383000000,0.43,0.4,SLB,2020-05-06
12985,4Q2019,8228000000.0,333000000,0.39,0.37,SLB,2020-05-06
12986,1Q2020,7455000000.0,-7376000000,0.25,0.24,SLB,2020-05-06
12987,1Q2019,2079000000.0,466000000,0.7,0.72,PPL,2020-05-06
12988,2Q2019,1803000000.0,441000000,0.58,0.56,PPL,2020-05-06
12989,3Q2019,1933000000.0,475000000,0.61,0.62,PPL,2020-05-06
12990,4Q2019,1954000000.0,364000000,0.57,0.53,PPL,2020-05-06
12991,2Q2019,15388000000.0,708000000,3.14,3.23,PRU,2020-05-06
12992,3Q2019,15105000000.0,1418000000,3.22,3.07,PRU,2020-05-06
12993,4Q2019,19126000000.0,1128000000,2.33,2.02,PRU,2020-05-06
12994,1Q2020,11804000000.0,-271000000,,,PRU,2020-05-06
12995,2Q2019,4838000000.0,451000000,0.66,0.61,CCL,2020-05-06
12996,3Q2019,6533000000.0,1780000000,2.63,2.53,CCL,2020-05-06
12997,4Q2019,4782000000.0,423000000,0.62,0.5,CCL,2020-05-06
12998,1Q2020,4790000000.0,-781000000,0.22,0.27,CCL,2020-05-06
12999,2Q2019,1061000000.0,174000000,1.22,1.2,NDAQ,2020-05-06
13000,3Q2019,1096000000.0,150000000,1.27,1.21,NDAQ,2020-05-06
13001,4Q2019,1065000000.0,203000000,1.29,1.27,NDAQ,2020-05-06
13002,1Q2020,1353000000.0,203000000,1.5,1.46,NDAQ,2020-05-06
13003,1Q2019,970444000.0,20795000,0.58,0.53,IT,2020-05-06
13004,2Q2019,1070882000.0,103406000,1.45,1.18,IT,2020-05-06
13005,3Q2019,1000502000.0,41388000,0.7,0.43,IT,2020-05-06
13006,4Q2019,1203493000.0,67701000,1.18,0.81,IT,2020-05-06
13007,2Q2019,1396000000.0,328000000,0.38,0.26,ATVI,2020-05-06
13008,3Q2019,1282000000.0,204000000,0.32,0.23,ATVI,2020-05-06
13009,4Q2019,1986000000.0,525000000,1.23,1.19,ATVI,2020-05-06
13010,1Q2020,1788000000.0,505000000,,,ATVI,2020-05-06
13011,1Q2019,2566000000.0,160000000,1.0,0.94,BWA,2020-05-06
13012,2Q2019,2551000000.0,172000000,1.0,1.0,BWA,2020-05-06
13013,3Q2019,2492000000.0,194000000,0.96,0.85,BWA,2020-05-06
13014,4Q2019,2559000000.0,220000000,1.17,1.03,BWA,2020-05-06
13015,1Q2019,230235000.0,274133000,1.88,0.06,AIV,2020-05-06
13016,2Q2019,224200000.0,64459000,0.4,0.06,AIV,2020-05-06
13017,3Q2019,229827000.0,1979000,0.01,0.07,AIV,2020-05-06
13018,4Q2019,230835000.0,133512000,0.9,0.18,AIV,2020-05-06
13019,2Q2019,523957000.0,64295000,0.2,0.2,ROL,2020-05-06
13020,3Q2019,556466000.0,44061000,0.22,0.19,ROL,2020-05-06
13021,4Q2019,505985000.0,50765000,0.16,0.17,ROL,2020-05-06
13022,1Q2020,487901000.0,43268000,0.13,0.13,ROL,2020-05-06
13023,1Q2019,436154000.0,61470000,0.13,0.13,PEAK,2020-05-06
13024,2Q2019,491567000.0,-13597000,-0.03,0.13,PEAK,2020-05-06
13025,3Q2019,537971000.0,-45863000,-0.09,0.05,PEAK,2020-05-06
13026,4Q2019,531691000.0,43520000,0.09,0.08,PEAK,2020-05-06
13027,2Q2019,1079400000.0,138500000,0.57,0.52,CHD,2020-05-06
13028,3Q2019,1089400000.0,157300000,0.66,0.61,CHD,2020-05-06
13029,4Q2019,1144200000.0,144400000,0.55,0.55,CHD,2020-05-06
13030,1Q2020,1165200000.0,229800000,0.83,0.77,CHD,2020-05-06
13031,1Q2019,539007000.0,56830000,0.78,0.75,TTWO,2020-05-06
13032,2Q2019,540459000.0,46280000,0.27,0.02,TTWO,2020-05-06
13033,3Q2019,857841000.0,71815000,1.93,1.69,TTWO,2020-05-06
13034,4Q2019,930129000.0,163642000,1.63,1.75,TTWO,2020-05-06
13035,2Q2019,1098900000.0,318300000,3.25,2.87,ISRG,2020-05-06
13036,3Q2019,1128200000.0,396800000,3.43,2.99,ISRG,2020-05-06
13037,4Q2019,1277700000.0,357700000,3.48,3.38,ISRG,2020-05-06
13038,1Q2020,1099500000.0,313500000,2.69,2.54,ISRG,2020-05-06
13039,2Q2019,7699000000.0,2319000000,1.46,1.32,PM,2020-05-06
13040,3Q2019,7642000000.0,1896000000,1.43,1.35,PM,2020-05-06
13041,4Q2019,7713000000.0,1616000000,1.22,1.21,PM,2020-05-06
13042,1Q2020,7153000000.0,1826000000,1.21,1.13,PM,2020-05-06
13043,1Q2019,401178000.0,63660000,0.55,0.48,MAA,2020-05-06
13044,2Q2019,407390000.0,61917000,0.53,0.51,MAA,2020-05-06
13045,3Q2019,415632000.0,78645000,0.68,0.56,MAA,2020-05-06
13046,4Q2019,416817000.0,149589000,1.3,0.59,MAA,2020-05-06
13047,2Q2019,3334000000.0,954000000,0.72,0.78,LVS,2020-05-06
13048,3Q2019,3250000000.0,533000000,0.75,0.75,LVS,2020-05-06
13049,4Q2019,3509000000.0,629000000,0.88,0.78,LVS,2020-05-06
13050,1Q2020,1782000000.0,-1000000,-0.03,0.07,LVS,2020-05-06
13051,2Q2019,693000000.0,219000000,0.9,1.09,ETFC,2020-05-06
13052,3Q2019,779000000.0,274000000,1.08,1.01,ETFC,2020-05-06
13053,4Q2019,698000000.0,172000000,0.76,0.83,ETFC,2020-05-06
13054,1Q2020,701000000.0,181000000,0.74,0.91,ETFC,2020-05-06
13055,2Q2019,1097000000.0,124000000,3.02,2.89,ZBRA,2020-05-06
13056,3Q2019,1130000000.0,136000000,3.43,3.28,ZBRA,2020-05-06
13057,4Q2019,1192000000.0,169000000,3.56,3.65,ZBRA,2020-05-06
13058,1Q2020,1052000000.0,89000000,2.67,2.64,ZBRA,2020-05-06
13059,2Q2019,63404000000.0,2625000000,5.22,5.57,AMZN,2020-05-06
13060,3Q2019,69981000000.0,2134000000,4.23,4.62,AMZN,2020-05-06
13061,4Q2019,87436000000.0,3268000000,6.47,4.03,AMZN,2020-05-06
13062,1Q2020,75452000000.0,2535000000,5.01,6.25,AMZN,2020-05-06
13063,2Q2019,9277585000.0,700178000,0.57,0.55,TJX,2020-05-06
13064,3Q2019,9781596000.0,758962000,0.62,0.62,TJX,2020-05-06
13065,4Q2019,10451334000.0,828263000,0.68,0.66,TJX,2020-05-06
13066,1Q2020,12206462000.0,984790000,0.81,0.77,TJX,2020-05-06
13067,2Q2019,4788000000.0,840000000,1.05,0.79,MU,2020-05-06
13068,3Q2019,4870000000.0,561000000,0.56,0.49,MU,2020-05-06
13069,4Q2019,5144000000.0,491000000,0.48,0.47,MU,2020-05-06
13070,1Q2020,4797000000.0,405000000,0.45,0.37,MU,2020-05-06
13071,2Q2019,880000000.0,66800000,1.4,1.36,EFX,2020-05-06
13072,3Q2019,875700000.0,81100000,1.48,1.44,EFX,2020-05-06
13073,4Q2019,905800000.0,9200000,1.53,1.49,EFX,2020-05-06
13074,1Q2020,957900000.0,112600000,1.4,1.29,EFX,2020-05-06
13075,1Q2019,823732000.0,116812000,0.46,0.27,DLR,2020-05-06
13076,2Q2019,807759000.0,60168000,0.15,0.27,DLR,2020-05-06
13077,3Q2019,787197000.0,66497000,0.24,0.29,DLR,2020-05-06
13078,4Q2019,798620000.0,336284000,1.5,0.38,DLR,2020-05-06
13079,2Q2019,2606000000.0,277000000,1.87,1.87,AON,2020-05-06
13080,3Q2019,2379000000.0,222000000,1.45,1.43,AON,2020-05-06
13081,4Q2019,2885000000.0,374000000,2.53,2.47,AON,2020-05-06
13082,1Q2020,3219000000.0,772000000,3.68,3.66,AON,2020-05-06
13083,2Q2019,1822000000.0,453000000,0.71,0.66,FITB,2020-05-06
13084,3Q2019,1853000000.0,549000000,0.75,0.73,FITB,2020-05-06
13085,4Q2019,2106000000.0,734000000,0.68,0.72,FITB,2020-05-06
13086,1Q2020,1260000000.0,46000000,0.13,0.33,FITB,2020-05-06
13087,2Q2019,5468000000.0,-571000000,0.97,0.84,DD,2020-05-06
13088,3Q2019,5426000000.0,372000000,0.96,0.95,DD,2020-05-06
13089,4Q2019,5204000000.0,176000000,0.95,0.95,DD,2020-05-06
13090,1Q2020,5221000000.0,-616000000,,,DD,2020-05-06
13091,2Q2019,3719800000.0,370700000,1.68,1.61,OMC,2020-05-06
13092,3Q2019,3623800000.0,290200000,1.32,1.31,OMC,2020-05-06
13093,4Q2019,4141200000.0,415000000,1.89,1.85,OMC,2020-05-06
13094,1Q2020,3406900000.0,258100000,1.2,1.14,OMC,2020-05-06
13095,2Q2019,6406000000.0,449000000,0.78,0.75,KHC,2020-05-06
13096,3Q2019,6076000000.0,899000000,0.69,0.53,KHC,2020-05-06
13097,4Q2019,6536000000.0,182000000,0.72,0.68,KHC,2020-05-06
13098,1Q2020,6157000000.0,378000000,0.58,0.55,KHC,2020-05-06
13099,2Q2019,2948300000.0,329400000,1.52,1.65,TAP,2020-05-06
13100,3Q2019,2841600000.0,-402800000,1.48,1.48,TAP,2020-05-06
13101,4Q2019,2486200000.0,163700000,1.02,0.78,TAP,2020-05-06
13102,1Q2020,2102800000.0,-117000000,0.35,0.33,TAP,2020-05-06
13103,1Q2019,6163000000.0,900000000,1.24,1.23,DUK,2020-05-06
13104,2Q2019,5873000000.0,832000000,1.12,0.98,DUK,2020-05-06
13105,3Q2019,6940000000.0,1342000000,1.79,1.67,DUK,2020-05-06
13106,4Q2019,6103000000.0,674000000,0.91,0.87,DUK,2020-05-06
13107,2Q2019,681000000.0,198000000,0.99,1.1,ZION,2020-05-06
13108,3Q2019,705000000.0,222000000,1.17,1.08,ZION,2020-05-06
13109,4Q2019,704000000.0,183000000,0.97,1.07,ZION,2020-05-06
13110,1Q2020,442000000.0,14000000,0.04,0.56,ZION,2020-05-06
13111,2Q2019,652507000.0,83375000,2.66,2.59,TFX,2020-05-06
13112,3Q2019,648319000.0,228929000,2.97,2.75,TFX,2020-05-06
13113,4Q2019,680952000.0,108265000,3.28,3.22,TFX,2020-05-06
13114,1Q2020,630642000.0,131150000,2.72,2.35,TFX,2020-05-06
13115,2Q2019,3866000000.0,586000000,0.72,0.72,CL,2020-05-06
13116,3Q2019,3928000000.0,578000000,0.71,0.7,CL,2020-05-06
13117,4Q2019,4015000000.0,643000000,0.73,0.73,CL,2020-05-06
13118,1Q2020,4097000000.0,715000000,0.75,0.74,CL,2020-05-06
13119,2Q2019,11099688000.0,1249516000,1.93,1.89,ACN,2020-05-06
13120,3Q2019,11055650000.0,1130427000,1.74,1.71,ACN,2020-05-06
13121,4Q2019,11358958000.0,1356968000,2.09,1.99,ACN,2020-05-06
13122,1Q2020,11141505000.0,1234740000,1.91,1.72,ACN,2020-05-06
13123,2Q2019,714000000.0,128700000,1.64,1.61,KSU,2020-05-06
13124,3Q2019,747700000.0,180200000,1.94,1.79,KSU,2020-05-06
13125,4Q2019,729500000.0,127200000,1.82,1.84,KSU,2020-05-06
13126,1Q2020,731700000.0,151800000,1.96,1.78,KSU,2020-05-06
13127,2Q2019,4161700000.0,570200000,0.83,0.77,GIS,2020-05-06
13128,3Q2019,4002500000.0,520600000,0.79,0.77,GIS,2020-05-06
13129,4Q2019,4420800000.0,580800000,0.95,0.88,GIS,2020-05-06
13130,1Q2020,4180300000.0,454100000,0.77,0.76,GIS,2020-05-06
13131,2Q2019,26381000000.0,2513000000,2.27,2.18,HD,2020-05-06
13132,3Q2019,30839000000.0,3479000000,3.17,3.08,HD,2020-05-06
13133,4Q2019,27223000000.0,2769000000,2.53,2.52,HD,2020-05-06
13134,1Q2020,25782000000.0,2481000000,2.28,2.1,HD,2020-05-06
13135,2Q2019,3498700000.0,475400000,1.14,1.13,ADP,2020-05-06
13136,3Q2019,3495700000.0,582400000,1.34,1.33,ADP,2020-05-06
13137,4Q2019,3669500000.0,651600000,1.52,1.44,ADP,2020-05-06
13138,1Q2020,4047800000.0,820900000,1.92,1.89,ADP,2020-05-06
13139,1Q2019,2609000000.0,-103000000,-0.27,-0.38,EXPE,2020-05-06
13140,2Q2019,3153000000.0,183000000,1.77,1.67,EXPE,2020-05-06
13141,3Q2019,3558000000.0,409000000,3.38,3.8,EXPE,2020-05-06
13142,4Q2019,2747000000.0,76000000,1.24,1.19,EXPE,2020-05-06
13143,2Q2019,2855168000.0,238320000,2.76,2.5,UHS,2020-05-06
13144,3Q2019,2822453000.0,97190000,1.99,2.3,UHS,2020-05-06
13145,4Q2019,2896247000.0,245176000,2.79,2.57,UHS,2020-05-06
13146,1Q2020,2829667000.0,142037000,1.73,2.55,UHS,2020-05-06
13147,1Q2019,34878000000.0,2157000000,1.41,1.11,GM,2020-05-06
13148,2Q2019,36060000000.0,2418000000,1.64,1.43,GM,2020-05-06
13149,3Q2019,35473000000.0,2351000000,1.72,1.31,GM,2020-05-06
13150,4Q2019,30826000000.0,-194000000,0.05,0.01,GM,2020-05-06
13151,1Q2019,2439767000.0,249681000,1.31,1.11,RCL,2020-05-06
13152,2Q2019,2806631000.0,472830000,2.54,2.45,RCL,2020-05-06
13153,3Q2019,3186850000.0,883240000,4.27,4.31,RCL,2020-05-06
13154,4Q2019,2517413000.0,273136000,1.42,1.42,RCL,2020-05-06
13155,2Q2019,767000000.0,144100000,1.35,1.36,SWKS,2020-05-06
13156,3Q2019,827400000.0,210600000,1.52,1.5,SWKS,2020-05-06
13157,4Q2019,896100000.0,257100000,1.68,1.65,SWKS,2020-05-06
13158,1Q2020,766100000.0,181100000,,,SWKS,2020-05-06
13159,2Q2019,825800000.0,29400000,1.32,1.13,VAR,2020-05-06
13160,3Q2019,878900000.0,70700000,1.21,1.21,VAR,2020-05-06
13161,1Q2020,828900000.0,88200000,,,VAR,2020-05-06
13162,2Q2020,794500000.0,43200000,,,VAR,2020-05-06
13163,1Q2019,5647000000.0,-6165000000,0.34,0.27,CTL,2020-05-06
13164,2Q2019,5578000000.0,371000000,0.34,0.31,CTL,2020-05-06
13165,3Q2019,5606000000.0,302000000,0.31,0.33,CTL,2020-05-06
13166,4Q2019,5570000000.0,223000000,0.33,0.33,CTL,2020-05-06
13167,2Q2019,1209000000.0,1421000000,0.25,0.01,EA,2020-05-06
13168,3Q2019,1348000000.0,854000000,0.97,0.86,EA,2020-05-06
13169,4Q2019,1593000000.0,346000000,2.52,2.51,EA,2020-05-06
13170,1Q2020,1387000000.0,418000000,,,EA,2020-05-06
13171,2Q2019,1161000000.0,33200000,0.8,0.64,SEE,2020-05-06
13172,3Q2019,1218500000.0,68000000,0.64,0.62,SEE,2020-05-06
13173,4Q2019,1298900000.0,104300000,0.78,0.74,SEE,2020-05-06
13174,1Q2020,1173900000.0,126600000,,,SEE,2020-05-06
13175,2Q2019,1258435000.0,217845000,1.78,1.73,KLAC,2020-05-06
13176,3Q2019,1413414000.0,346525000,2.48,2.2,KLAC,2020-05-06
13177,4Q2019,1509453000.0,380555000,2.66,2.58,KLAC,2020-05-06
13178,1Q2020,1423964000.0,78452000,,,KLAC,2020-05-06
13179,1Q2019,1869800000.0,218900000,0.82,0.77,NI,2020-05-06
13180,2Q2019,1010400000.0,296900000,0.05,0.06,NI,2020-05-06
13181,3Q2019,931500000.0,6600000,0.0,0.04,NI,2020-05-06
13182,4Q2019,1397200000.0,-139300000,0.45,0.43,NI,2020-05-06
13183,2Q2019,838928000.0,385276000,0.59,0.36,PLD,2020-05-06
13184,3Q2019,988483000.0,452146000,0.69,0.48,PLD,2020-05-06
13185,4Q2019,874670000.0,386991000,0.59,0.38,PLD,2020-05-06
13186,1Q2020,1066971000.0,491053000,0.7,0.3,PLD,2020-05-06
13187,2Q2019,1057000000.0,-97000000,0.69,0.74,CXO,2020-05-06
13188,3Q2019,1048000000.0,558000000,0.61,0.69,CXO,2020-05-06
13189,4Q2019,1171000000.0,-471000000,1.03,0.79,CXO,2020-05-06
13190,1Q2020,922000000.0,-9277000000,0.72,0.65,CXO,2020-05-06
13191,1Q2019,1155100000.0,61200000,0.49,0.52,LEG,2020-05-06
13192,2Q2019,1213200000.0,86200000,0.64,0.64,LEG,2020-05-06
13193,3Q2019,1239300000.0,99600000,0.76,0.67,LEG,2020-05-06
13194,4Q2019,1144900000.0,86800000,0.68,0.66,LEG,2020-05-06
13195,2Q2019,2925000000.0,722000000,2.7,2.79,NSC,2020-05-06
13196,3Q2019,2841000000.0,657000000,2.49,2.58,NSC,2020-05-06
13197,4Q2019,2690000000.0,666000000,2.55,2.28,NSC,2020-05-06
13198,1Q2020,2625000000.0,381000000,2.58,2.25,NSC,2020-05-06
13199,2Q2019,2361147000.0,541825000,3.62,3.42,LRCX,2020-05-06
13200,3Q2019,2165746000.0,465789000,3.18,3.01,LRCX,2020-05-06
13201,4Q2019,2583501000.0,514510000,4.01,3.85,LRCX,2020-05-06
13202,1Q2020,2503625000.0,574781000,3.98,3.98,LRCX,2020-05-06
13203,2Q2019,1889600000.0,429100000,0.96,0.9,AMT,2020-05-06
13204,3Q2019,1953600000.0,498600000,1.12,0.95,AMT,2020-05-06
13205,4Q2019,1923700000.0,562700000,1.26,1.03,AMT,2020-05-06
13206,1Q2020,1993100000.0,415000000,0.93,1.05,AMT,2020-05-06
13207,2Q2019,9243000000.0,1541000000,2.1,2.08,HON,2020-05-06
13208,3Q2019,9086000000.0,1624000000,2.08,2.01,HON,2020-05-06
13209,4Q2019,9496000000.0,1562000000,2.06,2.04,HON,2020-05-06
13210,1Q2020,8463000000.0,1581000000,2.21,1.95,HON,2020-05-06
13211,1Q2019,2457000000.0,10000000,0.04,0.0,NWSA,2020-05-06
13212,2Q2019,2466000000.0,-51000000,0.07,0.03,NWSA,2020-05-06
13213,3Q2019,2340000000.0,-227000000,0.04,0.05,NWSA,2020-05-06
13214,4Q2019,2479000000.0,85000000,0.18,0.15,NWSA,2020-05-06
13215,2Q2019,1345000000.0,139000000,0.79,0.79,XYL,2020-05-06
13216,3Q2019,1296000000.0,65000000,0.82,0.82,XYL,2020-05-06
13217,4Q2019,1371000000.0,118000000,0.89,0.89,XYL,2020-05-06
13218,1Q2020,1123000000.0,38000000,,,XYL,2020-05-06
13219,2Q2019,5186000000.0,67000000,4.01,3.71,WHR,2020-05-06
13220,3Q2019,5091000000.0,358000000,3.97,3.89,WHR,2020-05-06
13221,4Q2019,5382000000.0,288000000,4.91,4.27,WHR,2020-05-06
13222,1Q2020,4325000000.0,152000000,2.82,2.48,WHR,2020-05-06
13223,1Q2019,680882000.0,61517000,1.22,1.05,QRVO,2020-05-06
13224,2Q2019,775598000.0,39541000,1.36,1.15,QRVO,2020-05-06
13225,3Q2019,806698000.0,83038000,1.52,1.3,QRVO,2020-05-06
13226,4Q2019,869073000.0,161356000,1.86,1.68,QRVO,2020-05-06
13227,2Q2019,1206100000.0,174500000,1.66,1.65,FMC,2020-05-06
13228,3Q2019,1014300000.0,90400000,0.94,0.81,FMC,2020-05-06
13229,4Q2019,1197300000.0,-3200000,1.76,1.54,FMC,2020-05-06
13230,1Q2020,1250000000.0,206200000,,,FMC,2020-05-06
13231,2Q2019,6623185000.0,385013000,1.48,1.39,DG,2020-05-06
13232,3Q2019,6981753000.0,426555000,1.74,1.57,DG,2020-05-06
13233,4Q2019,6991393000.0,365550000,1.42,1.38,DG,2020-05-06
13234,1Q2020,7157642000.0,535437000,2.1,2.01,DG,2020-05-06
13235,2Q2019,12602000000.0,783000000,2.21,2.46,HCA,2020-05-06
13236,3Q2019,12694000000.0,612000000,2.23,2.13,HCA,2020-05-06
13237,4Q2019,13523000000.0,1071000000,3.09,3.09,HCA,2020-05-06
13238,1Q2020,12861000000.0,581000000,2.33,2.64,HCA,2020-05-06
13239,1Q2019,1651546000.0,104872000,1.61,1.6,WYNN,2020-05-06
13240,2Q2019,1658332000.0,94551000,1.44,1.44,WYNN,2020-05-06
13241,3Q2019,1647762000.0,-3496000,0.17,0.9,WYNN,2020-05-06
13242,4Q2019,1653459000.0,-72942000,0.86,0.91,WYNN,2020-05-06
13243,2Q2019,5193000000.0,1996000000,1.1,1.11,MO,2020-05-06
13244,3Q2019,5412000000.0,-2600000000,1.19,1.15,MO,2020-05-06
13245,4Q2019,4802000000.0,-1809000000,1.02,1.02,MO,2020-05-06
13246,1Q2020,5046000000.0,1552000000,1.09,0.98,MO,2020-05-06
13247,1Q2019,4476000000.0,-222000000,,,CTVA,2020-05-06
13248,2Q2019,5556000000.0,-608000000,1.42,0.99,CTVA,2020-05-06
13249,3Q2019,1911000000.0,-494000000,-0.39,-0.46,CTVA,2020-05-06
13250,4Q2019,2983000000.0,-21000000,0.07,-0.12,CTVA,2020-05-06
13251,2Q2019,3539000000.0,666000000,0.7,0.66,AMAT,2020-05-06
13252,3Q2019,3562000000.0,571000000,0.74,0.7,AMAT,2020-05-06
13253,4Q2019,3754000000.0,698000000,0.8,0.76,AMAT,2020-05-06
13254,1Q2020,4162000000.0,892000000,0.98,0.93,AMAT,2020-05-06
13255,2Q2019,3616700000.0,1494100000,9.15,7.53,BIIB,2020-05-06
13256,3Q2019,3600100000.0,1545900000,9.17,8.27,BIIB,2020-05-06
13257,4Q2019,3671300000.0,1439700000,8.34,8.02,BIIB,2020-05-06
13258,1Q2020,3534300000.0,1399100000,9.14,7.73,BIIB,2020-05-06
13259,2Q2019,10184000000.0,989000000,0.62,0.66,NKE,2020-05-06
13260,3Q2019,10660000000.0,1367000000,0.86,0.7,NKE,2020-05-06
13261,4Q2019,10326000000.0,1115000000,0.7,0.58,NKE,2020-05-06
13262,1Q2020,10104000000.0,847000000,0.53,0.59,NKE,2020-05-06
13263,2Q2019,4906300000.0,474800000,1.26,1.07,DHI,2020-05-06
13264,3Q2019,5038900000.0,505300000,1.35,1.25,DHI,2020-05-06
13265,4Q2019,4020700000.0,431300000,1.16,0.92,DHI,2020-05-06
13266,1Q2020,4500000000.0,482700000,1.3,1.12,DHI,2020-05-06
13267,2Q2019,1298000000.0,472000000,0.94,0.92,ICE,2020-05-06
13268,3Q2019,1336000000.0,529000000,1.06,0.96,ICE,2020-05-06
13269,4Q2019,1298000000.0,448000000,0.95,0.95,ICE,2020-05-06
13270,1Q2020,1559000000.0,650000000,1.28,1.24,ICE,2020-05-06
13271,1Q2019,813000000.0,113000000,0.61,0.63,AWK,2020-05-06
13272,2Q2019,882000000.0,170000000,0.94,0.93,AWK,2020-05-06
13273,3Q2019,1013000000.0,240000000,1.33,1.3,AWK,2020-05-06
13274,4Q2019,902000000.0,98000000,0.73,0.73,AWK,2020-05-06
13275,2Q2019,1855000000.0,495000000,0.23,0.34,DVN,2020-05-06
13276,3Q2019,1787000000.0,109000000,0.29,0.16,DVN,2020-05-06
13277,4Q2019,1163000000.0,-642000000,0.36,0.32,DVN,2020-05-06
13278,1Q2020,2087000000.0,-1816000000,,,DVN,2020-05-06
13279,2Q2019,11014000000.0,75000000,0.86,0.84,DOW,2020-05-06
13280,3Q2019,10764000000.0,333000000,0.91,0.73,DOW,2020-05-06
13281,4Q2019,10204000000.0,-2323000000,0.78,0.74,DOW,2020-05-06
13282,1Q2020,9770000000.0,239000000,0.59,0.58,DOW,2020-05-06
13283,2Q2019,8171000000.0,1127000000,2.13,2.05,MMM,2020-05-06
13284,3Q2019,7991000000.0,1583000000,2.58,2.49,MMM,2020-05-06
13285,4Q2019,8111000000.0,969000000,2.15,2.1,MMM,2020-05-06
13286,1Q2020,8075000000.0,1292000000,2.16,2.03,MMM,2020-05-06
13287,2Q2019,3248173000.0,150561000,0.65,0.64,LKQ,2020-05-06
13288,3Q2019,3147773000.0,152263000,0.61,0.58,LKQ,2020-05-06
13289,4Q2019,3009860000.0,140388000,0.54,0.52,LKQ,2020-05-06
13290,1Q2020,3000935000.0,145136000,0.57,0.49,LKQ,2020-05-06
13291,2Q2019,2288000000.0,262000000,2.17,2.13,ALK,2020-05-06
13292,3Q2019,2389000000.0,322000000,2.63,2.52,ALK,2020-05-06
13293,4Q2019,2228000000.0,181000000,1.46,1.41,ALK,2020-05-06
13294,1Q2020,1636000000.0,-232000000,,,ALK,2020-05-06
13295,2Q2019,5909000000.0,741000000,1.37,1.34,LUV,2020-05-06
13296,3Q2019,5639000000.0,659000000,1.23,1.08,LUV,2020-05-06
13297,4Q2019,5730000000.0,513000000,1.16,1.09,LUV,2020-05-06
13298,1Q2020,4234000000.0,-94000000,-0.15,-0.41,LUV,2020-05-06
13299,2Q2019,2065000000.0,753000000,2.32,2.11,DFS,2020-05-06
13300,3Q2019,2101000000.0,770000000,2.36,2.28,DFS,2020-05-06
13301,4Q2019,2108000000.0,708000000,2.25,2.24,DFS,2020-05-06
